1,Tom Rockliff,Power,873000 ,600000 ,166,27.7,99.33
2,Stephen Coniglio,Giants,744000 ,801000 ,161,20.1,103.67
3,Rory Sloane,Crows,580000 ,653000 ,144,22.1,99.59
3,Travis Boak,Power,799000 ,633000 ,144,22.7,105.67
5,Tim Taranto,Giants,718000 ,660000 ,137,20.8,111.31
6,Dominic Sheed,Eagles,675000 ,539000 ,133,24.7,92.96
7,Matt Crouch,Crows,844000 ,761000 ,132,17.3,106.16
8,Marcus Bontempelli,Bulldogs,801000 ,671000 ,128,19.1,103.22
8,Christian Salem,Demons,680000 ,576000 ,128,22.2,89.6
10,Jake Lloyd,Swans,873000 ,738000 ,126,17.1,107.09
11,Adam Treloar,Magpies,812000 ,787000 ,125,15.9,112.04
12,Justin Westhoff,Power,452000 ,740000 ,120,16.2,77.25
13,Jamie MacMillan,Kangaroos,456000 ,530000 ,118,22.3,75.06
14,Toby Nankervis,Tigers,556000 ,648000 ,115,17.7,73.25
14,Nic Newman,Blues,542000 ,552000 ,115,20.8,93.35
16,Brayden Fiorini,Suns,647000 ,665000 ,114,17.1,99.71
17,Bradley Hill,Dockers,557000 ,587000 ,113,19.3,88.68
17,Edward Curnow,Blues,739000 ,728000 ,113,15.5,89.86
19,Kane Lambert,Tigers,598000 ,589000 ,112,19,85.62
19,Lachlan Hunter,Bulldogs,882000 ,765000 ,112,14.6,97.83
21,Darcy Tucker,Dockers,525000 ,431000 ,111,25.8,72.59
21,Jack Steele,Saints,867000 ,685000 ,111,16.2,96.15
23,Lachie Whitfield,Giants,820000 ,726000 ,109,15,107.58
23,Brad Ebert,Power,536000 ,645000 ,109,16.9,80.09
23,Brad Crouch,Crows,708000 ,524000 ,109,20.8,107.86
23,Cameron McCarthy,Dockers,417000 ,356000 ,109,30.6,56.33
27,Jacob Hopper,Giants,673000 ,568000 ,108,19,92.35
27,Tim Kelly,Cats,730000 ,630000 ,108,17.1,99
29,Ed Langdon,Dockers,696000 ,645000 ,107,16.6,92.09
29,Dyson Heppell,Bombers,566000 ,738000 ,107,14.5,94.5
29,Trent Cotchin,Tigers,634000 ,581000 ,107,18.4,69.64
29,Jackson Macrae,Bulldogs,860000 ,890000 ,107,12,116.22
33,James Sicily,Hawks,663000 ,694000 ,106,15.3,83.64
33,Jaeger O'Meara,Hawks,724000 ,695000 ,106,15.3,99.62
33,Jack Graham,Tigers,557000 ,477000 ,106,22.2,78.94
36,Callum Sinclair,Swans,577000 ,673000 ,105,15.6,76.57
37,Nathan Fyfe,Dockers,720000 ,741000 ,103,13.9,104.95
37,Rory Laird,Crows,763000 ,782000 ,103,13.2,96.91
37,Patrick Dangerfield,Cats,780000 ,771000 ,103,13.4,105.79
37,Wil Powell,Suns,476000 ,267000 ,103,38.6,54.92
41,Thomas Stewart,Cats,736000 ,579000 ,102,17.6,93.24
41,Bachar Houli,Tigers,764000 ,536000 ,102,19,102.32
43,Ben McEvoy,Hawks,477000 ,628000 ,101,16.1,83.32
43,Daniel Rich,Lions,644000 ,519000 ,101,19.5,86.92
43,Patrick Cripps,Blues,718000 ,793000 ,101,12.7,101.45
43,James Worpel,Hawks,737000 ,480000 ,101,21,96.73
47,Joel Selwood,Cats,596000 ,732000 ,100,13.7,81.78
47,Angus Brayshaw,Demons,603000 ,763000 ,100,13.1,88.05
49,Luke Dahlhaus,Cats,506000 ,570000 ,98,17.2,74.71
49,James Cousins,Hawks,575000 ,329000 ,98,29.8,73.33
51,Rory Atkins,Crows,510000 ,578000 ,97,16.8,81.4
51,Marc Murphy,Blues,634000 ,705000 ,97,13.8,95.89
51,Bailey Scott,Kangaroos,453000 ,174000 ,97,55.7,0
54,Jarryd Lyons,Lions,817000 ,689000 ,96,13.9,97.42
54,Darcy Macpherson,Suns,457000 ,440000 ,96,21.8,87.27
54,Anthony Miles,Suns,634000 ,425000 ,96,22.6,85.35
57,Josh Kennedy,Swans,776000 ,654000 ,95,14.5,0
57,Mitchell Duncan,Cats,809000 ,739000 ,95,12.9,103.26
57,Todd Goldstein,Kangaroos,760000 ,678000 ,95,14,88.36
57,Shaun Higgins,Kangaroos,728000 ,681000 ,95,14,95.29
57,Luke Shuey,Eagles,657000 ,634000 ,95,15,101.67
57,Jarrod Witts,Suns,615000 ,681000 ,95,14,104.41
63,Dayne Zorko,Lions,753000 ,701000 ,94,13.4,104.21
63,Zak Jones,Swans,708000 ,499000 ,94,18.8,82.82
63,Luke Parker,Swans,809000 ,694000 ,94,13.5,98.5
63,Jared Polec,Kangaroos,686000 ,669000 ,94,14.1,88.18
63,Jack Gunston,Hawks,583000 ,629000 ,94,14.9,76.1
68,Devon Smith,Bombers,676000 ,774000 ,93,12,79.43
68,Ryan Burton,Power,485000 ,450000 ,93,20.7,72.19
68,Gary Ablett,Cats,534000 ,754000 ,93,12.3,86.08
71,Kade Simpson,Blues,533000 ,692000 ,92,13.3,80.22
71,Jack Lonie,Saints,518000 ,486000 ,92,18.9,66.38
71,Tom Papley,Swans,556000 ,452000 ,92,20.4,77.32
71,Hugh McCluggage,Lions,708000 ,563000 ,92,16.3,91.39
71,Jack Watts,Power,448000 ,460000 ,92,20,0
76,James Harmes,Demons,474000 ,603000 ,91,15.1,93.95
76,Touk Miller,Suns,770000 ,624000 ,91,14.6,90.94
76,Elliot Yeo,Eagles,679000 ,775000 ,91,11.7,101.43
76,Lachie Neale,Lions,935000 ,727000 ,91,12.5,103.54
76,Matthew Taberner,Dockers,560000 ,485000 ,91,18.8,86.44
81,Dale Thomas,Blues,571000 ,622000 ,90,14.5,79.55
81,Dayne Beams,Magpies,762000 ,768000 ,90,11.7,88.67
81,Jack Newnes,Saints,546000 ,481000 ,90,18.7,69.7
81,Scott Pendlebury,Magpies,805000 ,738000 ,90,12.2,104.21
81,Jack Steven,Saints,652000 ,702000 ,90,12.8,76
86,Charlie Ballard,Suns,397000 ,315000 ,89,28.3,54.48
87,Adam Tomlinson,Giants,493000 ,539000 ,88,16.3,74.84
87,Jarrod Berry,Lions,680000 ,559000 ,88,15.7,80.15
87,Blake Hardwick,Hawks,451000 ,469000 ,88,18.8,72.27
87,Tom Phillips,Magpies,602000 ,693000 ,88,12.7,91.33
91,Jack Bowes,Suns,608000 ,463000 ,87,18.8,71.47
91,Wayne Milera,Crows,446000 ,546000 ,87,15.9,76.82
91,Jack Redden,Eagles,554000 ,698000 ,87,12.5,91.65
91,Ricky Henderson,Hawks,570000 ,610000 ,87,14.3,96.64
91,Thomas Liberatore,Bulldogs,675000 ,392000 ,87,22.2,76
91,Sam Walsh,Blues,739000 ,270000 ,87,32.2,92.23
97,Willem Drew,Power,361000 ,170000 ,86,50.6,67.6
97,Christopher Mayne,Magpies,539000 ,522000 ,86,16.5,76.33
99,Bradley Sheppard,Eagles,672000 ,541000 ,85,15.7,81.29
99,Isaac Heeney,Swans,603000 ,658000 ,85,12.9,89.77
99,Luke Dunstan,Saints,716000 ,599000 ,85,14.2,85.83
99,Rhys Stanley,Cats,573000 ,590000 ,85,14.4,80.5
99,James Aish,Magpies,588000 ,501000 ,85,17,65.57
104,Jack Sinclair,Saints,541000 ,538000 ,84,15.6,66.36
104,Andrew McGrath,Bombers,738000 ,518000 ,84,16.2,75.83
104,Mitchell Wallis,Bulldogs,450000 ,595000 ,84,14.1,79.3
104,Jack Billings,Saints,715000 ,618000 ,84,13.6,98.55
104,Brandan Parfitt,Cats,654000 ,550000 ,84,15.3,72
104,Steele Sidebottom,Magpies,841000 ,750000 ,84,11.2,99.87
104,Isaac Smith,Hawks,618000 ,647000 ,84,13,84.95
104,David Zaharakis,Bombers,524000 ,704000 ,84,11.9,79.5
104,Dane Rampe,Swans,501000 ,474000 ,84,17.7,79.43
104,Brodie Grundy,Magpies,867000 ,871000 ,84,9.6,124.17
104,Zac Fisher,Blues,480000 ,504000 ,84,16.7,63.19
104,Brent Daniels,Giants,454000 ,276000 ,84,30.4,60.73
116,Andrew Phillips,Blues,522000 ,355000 ,83,23.4,80.4
116,Alex Witherden,Lions,654000 ,639000 ,83,13,73.35
116,Aaron Hall,Kangaroos,583000 ,626000 ,83,13.3,80.67
116,Lachlan Schultz,Dockers,481000 ,170000 ,83,48.8,47.43
116,Jack Higgins,Tigers,563000 ,448000 ,83,18.5,67
116,Matthew Parker,Saints,355000 ,178000 ,83,46.6,53.12
116,David Cuningham,Blues,481000 ,391000 ,83,21.2,66.33
116,Jayden Short,Tigers,694000 ,551000 ,83,15.1,68.93
124,Sebastian Ross,Saints,565000 ,779000 ,82,10.5,94.32
124,Harry Cunningham,Swans,554000 ,544000 ,82,15.1,80.67
124,Michael Walters,Dockers,698000 ,581000 ,82,14.1,93.45
124,Sam Lloyd,Bulldogs,425000 ,450000 ,82,18.2,76.35
124,Charlie Constable,Cats,484000 ,170000 ,82,48.2,83.43
129,Jake Melksham,Demons,415000 ,510000 ,81,15.9,74.75
129,Kyle Langford,Bombers,655000 ,582000 ,81,13.9,69.39
129,Sam Petrevski-Seton,Blues,516000 ,508000 ,81,15.9,77.73
129,Trent Dumont,Kangaroos,748000 ,598000 ,81,13.5,88.1
129,Sam Menegola,Cats,783000 ,716000 ,81,11.3,76.33
129,Dustin Martin,Tigers,713000 ,674000 ,81,12,95.61
129,Brett Deledio,Giants,499000 ,559000 ,81,14.5,72
136,Dion Prestia,Tigers,645000 ,618000 ,80,12.9,100.24
136,Rhys Mathieson,Lions,437000 ,447000 ,80,17.9,56.56
138,Rory Lobb,Dockers,542000 ,485000 ,79,16.3,79.33
138,Charlie Cameron,Lions,518000 ,472000 ,79,16.7,65.79
138,Jamie Elliott,Magpies,545000 ,385000 ,79,20.5,69.75
138,Aaron Naughton,Bulldogs,371000 ,377000 ,79,21,63.09
138,Bailey Banfield,Dockers,369000 ,466000 ,79,17,55.14
138,Matthew Suckling,Bulldogs,401000 ,639000 ,79,12.4,84.63
138,Josh Dunkley,Bulldogs,741000 ,695000 ,79,11.4,110
138,Bryce Gibbs,Crows,487000 ,753000 ,79,10.5,80.83
138,Shannon Hurn,Eagles,617000 ,645000 ,79,12.2,91.29
138,Robbie Gray,Power,583000 ,612000 ,79,12.9,81.21
138,Josh Bruce,Saints,371000 ,379000 ,79,20.8,58.41
149,Alex Sexton,Suns,473000 ,447000 ,78,17.4,58.64
149,Jack Crisp,Magpies,726000 ,635000 ,78,12.3,97.67
149,Nathan Jones,Demons,528000 ,632000 ,78,12.3,73.64
152,Harry McKay,Blues,459000 ,452000 ,77,17,61.5
152,Alex Keath,Crows,392000 ,359000 ,77,21.4,67.11
152,Heath Shaw,Giants,460000 ,627000 ,77,12.3,83.08
155,Tim Membrey,Saints,492000 ,499000 ,76,15.2,70.5
155,David Mirra,Hawks,462000 ,384000 ,76,19.8,0
155,Tom Hawkins,Cats,676000 ,639000 ,76,11.9,70.21
155,Adam Saad,Bombers,632000 ,429000 ,76,17.7,67.59
159,Shaun Atley,Kangaroos,520000 ,446000 ,75,16.8,66.76
159,Dylan Shiel,Bombers,780000 ,647000 ,75,11.6,98.05
159,Jack Martin,Suns,608000 ,608000 ,75,12.3,83.44
159,Brodie Smith,Crows,652000 ,439000 ,75,17.1,87.05
159,Caleb Daniel,Bulldogs,676000 ,565000 ,75,13.3,93.76
164,Jake Kelly,Crows,378000 ,464000 ,74,15.9,67
165,Clayton Oliver,Demons,875000 ,792000 ,73,9.2,105.86
165,Liam Shiels,Hawks,647000 ,704000 ,73,10.4,95.37
165,Jasper Pittard,Kangaroos,490000 ,515000 ,73,14.2,71.45
165,David Swallow,Suns,682000 ,614000 ,73,11.9,87.86
165,Sam Jacobs,Crows,534000 ,591000 ,73,12.4,80.4
165,Callum Mills,Swans,705000 ,522000 ,73,14,75.32
171,Riley Bonner,Power,496000 ,438000 ,72,16.4,67
171,Riley Knight,Crows,505000 ,461000 ,72,15.6,71.73
171,Dom Tyson,Kangaroos,410000 ,556000 ,72,12.9,0
171,Jeremy Howe,Magpies,669000 ,597000 ,72,12.1,73.33
171,Toby McLean,Bulldogs,508000 ,686000 ,72,10.5,67
176,Jaidyn Stephenson,Magpies,470000 ,477000 ,71,14.9,80.93
176,Xavier Duursma,Power,539000 ,236000 ,71,30.1,78.25
176,Harry Taylor,Cats,352000 ,432000 ,71,16.4,56.42
176,Reece Conca,Dockers,548000 ,538000 ,71,13.2,74.73
176,Sean Darcy,Dockers,493000 ,552000 ,71,12.9,68.82
176,Luke Davies-Uniacke,Kangaroos,522000 ,266000 ,71,26.7,53.21
176,Tom Lynch,Crows,609000 ,579000 ,71,12.3,89.38
176,Will Setterfield,Blues,640000 ,251000 ,71,28.3,67.11
176,Ryan Bastinac,Lions,419000 ,432000 ,71,16.4,0
185,Luke Hodge,Lions,453000 ,563000 ,70,12.4,68.45
185,Jacob Weitering,Blues,442000 ,403000 ,70,17.4,56.15
185,George Hewett,Swans,506000 ,478000 ,70,14.6,75.27
188,Connor Rozee,Power,518000 ,262000 ,69,26.3,72.59
188,Shane Edwards,Tigers,497000 ,482000 ,69,14.3,75.29
188,Jarman Impey,Hawks,463000 ,508000 ,69,13.6,71.35
188,Darcy Byrne-Jones,Power,603000 ,519000 ,69,13.3,86.27
188,Jeremy Cameron,Giants,488000 ,566000 ,69,12.2,86.83
193,Cameron Rayner,Lions,515000 ,426000 ,68,16,45.88
193,Max Gawn,Demons,944000 ,808000 ,68,8.4,111.29
193,Alex Neal-Bullen,Demons,428000 ,565000 ,68,12,61.57
193,Dawson Simpson,Giants,458000 ,553000 ,68,12.3,65.89
193,Travis Colyer,Dockers,447000 ,464000 ,68,14.7,60.4
193,Michael Hurley,Bombers,576000 ,608000 ,68,11.2,77.42
193,Jack Darling,Eagles,502000 ,557000 ,68,12.2,71.25
193,Josh Jenkins,Crows,494000 ,561000 ,68,12.1,75.09
201,Zachary Williams,Giants,626000 ,421000 ,67,15.9,92.46
201,Daniel Rioli,Tigers,488000 ,480000 ,67,14,55
201,Lincoln McCarthy,Lions,460000 ,305000 ,67,22,60.29
201,Kamdyn Mcintosh,Tigers,526000 ,396000 ,67,16.9,63.12
201,Harris Andrews,Lions,428000 ,487000 ,67,13.8,54.14
201,Dan Houston,Power,697000 ,522000 ,67,12.8,80.33
201,Lachlan Plowman,Blues,424000 ,351000 ,67,19.1,61.95
201,Billy Gowers,Bulldogs,280000 ,433000 ,67,15.5,43.7
209,David Mundy,Dockers,631000 ,652000 ,66,10.1,80.55
209,Karl Amon,Power,617000 ,454000 ,66,14.5,76.35
209,Mitch Robinson,Lions,550000 ,640000 ,66,10.3,93.78
209,Josh Battle,Saints,495000 ,304000 ,66,21.7,68.42
209,Ben Long,Saints,431000 ,359000 ,66,18.4,52.81
209,Jarryn Geary,Saints,382000 ,515000 ,66,12.8,67.8
209,Corey Wagner,Demons,398000 ,170000 ,66,38.8,53.73
209,Paddy Dow,Blues,323000 ,403000 ,66,16.4,53.53
209,Timothy English,Bulldogs,698000 ,446000 ,66,14.8,78.5
209,Andrew Brayshaw,Dockers,729000 ,485000 ,66,13.6,69.55
219,Sam Weideman,Demons,375000 ,348000 ,65,18.7,51.36
219,Harry Morrison,Hawks,500000 ,481000 ,65,13.5,53.67
219,Jarrod Harbrow,Suns,428000 ,567000 ,65,11.5,70.71
219,Luke McDonald,Kangaroos,692000 ,510000 ,65,12.7,58.08
219,Marley Williams,Kangaroos,422000 ,389000 ,65,16.7,55.41
219,Ben Cunnington,Kangaroos,503000 ,682000 ,65,9.5,81.95
219,Tom Langdon,Magpies,532000 ,537000 ,65,12.1,65.11
219,Jade Gresham,Saints,587000 ,531000 ,65,12.2,83.42
227,Luke Ryan,Dockers,673000 ,558000 ,64,11.5,80.06
227,Darcy Gardiner,Lions,427000 ,434000 ,64,14.7,57.88
227,Zak Butters,Power,595000 ,248000 ,64,25.8,56.68
227,Toby Greene,Giants,627000 ,604000 ,64,10.6,97.26
227,Daniel Lloyd,Giants,450000 ,423000 ,64,15.1,55.06
227,Tom Sparrow,Demons,354000 ,218000 ,64,29.4,0
233,Daniel Butler,Tigers,575000 ,413000 ,63,15.3,48.43
233,Daniel Talia,Crows,351000 ,418000 ,63,15.1,56.59
233,Peter Wright,Suns,366000 ,459000 ,63,13.7,68.35
233,Stefan Martin,Lions,570000 ,735000 ,63,8.6,85.58
233,Adam Kennedy,Giants,439000 ,466000 ,63,13.5,64.39
233,Kayne Turner,Kangaroos,298000 ,350000 ,63,18,55.76
239,Matthew De Boer,Giants,424000 ,569000 ,62,10.9,66.74
239,Sam Reid,Swans,424000 ,435000 ,62,14.3,69.32
239,Will Hayward,Swans,453000 ,451000 ,62,13.7,55.77
239,Jarryd Roughead,Hawks,447000 ,532000 ,62,11.7,66
239,Steven Motlop,Power,412000 ,486000 ,62,12.8,64.57
239,Michael Hibberd,Demons,550000 ,499000 ,62,12.4,61.32
245,Sam Powell-Pepper,Power,558000 ,544000 ,61,11.2,75.26
245,David MacKay,Crows,495000 ,465000 ,61,13.1,65.5
245,Bayley Fritsch,Demons,553000 ,540000 ,61,11.3,74.23
245,Shane Savage,Saints,581000 ,593000 ,61,10.3,78.32
249,Jordan Clark,Cats,422000 ,242000 ,60,24.8,63.06
249,Eddie Betts,Crows,424000 ,452000 ,60,13.3,58.57
249,Jimmy Webster,Saints,316000 ,572000 ,60,10.5,59.12
249,Maverick Weller,Tigers,463000 ,482000 ,60,12.4,0
253,Samuel Reid,Giants,391000 ,337000 ,59,17.5,61.15
253,Sam Taylor,Giants,276000 ,262000 ,59,22.5,44.14
253,Jake Stringer,Bombers,394000 ,503000 ,59,11.7,64.47
253,Richard Douglas,Crows,430000 ,536000 ,59,11,59.67
257,Phil Davis,Giants,344000 ,443000 ,58,13.1,63.48
257,Daniel McKenzie,Saints,237000 ,401000 ,58,14.5,44.4
257,Aliir Aliir,Swans,422000 ,503000 ,58,11.5,64.36
257,Zac Bailey,Lions,590000 ,376000 ,58,15.4,46.6
257,Ben Brown,Kangaroos,532000 ,493000 ,58,11.8,71.91
262,Jordan Ridley,Bombers,683000 ,310000 ,57,18.4,68
262,Jarrad McVeigh,Swans,472000 ,572000 ,57,10,62
262,Jack Ziebell,Kangaroos,644000 ,601000 ,57,9.5,89.73
262,Lachlan Keeffe,Giants,344000 ,267000 ,57,21.3,42.4
266,George Horlin-Smith,Suns,425000 ,438000 ,56,12.8,46.71
266,Tory Dickson,Bulldogs,357000 ,371000 ,56,15.1,57.59
268,Mason Cox,Magpies,381000 ,423000 ,55,13,51.5
268,David Myers,Bombers,401000 ,567000 ,55,9.7,54.14
268,Jy Simpkin,Kangaroos,676000 ,432000 ,55,12.7,66.76
268,Ethan Hughes,Dockers,492000 ,381000 ,55,14.4,58.1
268,Liam Duggan,Eagles,661000 ,485000 ,55,11.3,66.67
273,Jeremy McGovern,Eagles,541000 ,485000 ,54,11.1,68.22
273,Taylor Walker,Crows,366000 ,449000 ,54,12,63.14
273,Tom Clurey,Power,419000 ,407000 ,54,13.3,58.05
273,Liam Ryan,Eagles,534000 ,411000 ,54,13.1,56.79
273,Christian Petracca,Demons,825000 ,585000 ,54,9.2,75.91
273,Jordan De Goey,Magpies,605000 ,594000 ,54,9.1,79.94
279,Mitch McGovern,Blues,396000 ,516000 ,53,10.3,48.81
279,Nick Vlastuin,Tigers,587000 ,531000 ,53,10,78.96
279,Robbie Tarrant,Kangaroos,557000 ,482000 ,53,11,65.05
279,Benjamin Stratton,Hawks,301000 ,362000 ,53,14.6,37.26
279,Jack Scrimshaw,Hawks,557000 ,203000 ,53,26.1,59
284,Alex Pearce,Dockers,232000 ,303000 ,52,17.2,43.45
284,Lachlan Weller,Suns,621000 ,543000 ,52,9.6,82.53
284,Mark Hutchings,Eagles,308000 ,559000 ,52,9.3,49.11
284,Pearce Hanley,Suns,436000 ,414000 ,52,12.6,76.44
284,Darcy Moore,Magpies,495000 ,410000 ,52,12.7,57.24
284,Oliver Florent,Swans,576000 ,458000 ,52,11.4,69.33
290,Ryan Clarke,Swans,572000 ,511000 ,51,10,62
290,Taylor Duryea,Bulldogs,533000 ,448000 ,51,11.4,76.93
290,Jarrod Garlett,Blues,383000 ,394000 ,51,12.9,0
290,Jayden Hunt,Demons,370000 ,463000 ,51,11,54.95
294,Jordan Roughead,Magpies,395000 ,489000 ,50,10.2,53.71
294,Jack Lukosius,Suns,595000 ,268000 ,50,18.7,52.33
294,Tom Bellchambers,Bombers,426000 ,577000 ,50,8.7,71.12
294,Chayce Jones,Crows,313000 ,254000 ,50,19.7,45.62
294,Brody Mihocek,Magpies,466000 ,462000 ,50,10.8,70.38
294,Todd Marshall,Power,478000 ,314000 ,50,15.9,51.9
294,Zachary Merrett,Bombers,884000 ,736000 ,50,6.8,107.48
294,Harrison Himmelberg,Giants,428000 ,421000 ,50,11.9,58.08
302,Lance Franklin,Swans,377000 ,666000 ,49,7.4,70.5
302,Tom Barrass,Eagles,428000 ,423000 ,49,11.6,54
302,Gary Rohan,Cats,458000 ,315000 ,49,15.6,47.89
302,Charlie Spargo,Demons,350000 ,428000 ,49,11.4,48.75
302,Liam Jones,Blues,370000 ,378000 ,49,13,44.92
307,Heath Grundy,Swans,454000 ,464000 ,48,10.3,0
307,Bailey Williams,Bulldogs,605000 ,580000 ,48,8.3,62
307,Oscar Allen,Eagles,524000 ,276000 ,48,17.4,57.14
307,Luke Breust,Hawks,526000 ,613000 ,48,7.8,68.18
307,Jarrod Brander,Eagles,448000 ,170000 ,48,28.2,0
307,Jonathon Ceglar,Hawks,573000 ,456000 ,48,10.5,75.73
313,Ben McKay,Kangaroos,363000 ,193000 ,47,24.4,0
313,Aaron Francis,Bombers,387000 ,401000 ,47,11.7,55.29
313,Tom Lynch,Tigers,440000 ,487000 ,47,9.7,64.68
313,Lewis Pierce,Saints,320000 ,319000 ,47,14.7,0
313,Jack Viney,Demons,720000 ,604000 ,47,7.8,82.33
313,Mark Blicavs,Cats,575000 ,453000 ,47,10.4,66.56
319,Conor Nash,Hawks,235000 ,346000 ,46,13.3,40.5
319,Dean Kent,Saints,461000 ,431000 ,46,10.7,61.23
319,Jack Petruccelle,Eagles,332000 ,170000 ,46,27.1,51.05
319,Patrick Ryder,Power,575000 ,543000 ,46,8.5,70.24
319,Mark O'Connor,Cats,480000 ,292000 ,46,15.8,59.83
319,Callum Wilkie,Saints,459000 ,170000 ,46,27.1,59.86
325,Shaun Burgoyne,Hawks,435000 ,571000 ,45,7.9,70.72
325,Darragh Joyce,Saints,235000 ,170000 ,45,26.5,0
325,Conor McKenna,Bombers,454000 ,472000 ,45,9.5,70.14
325,Lewis Jetta,Eagles,501000 ,461000 ,45,9.8,62.41
325,Josh Thomas,Magpies,399000 ,526000 ,45,8.6,59.91
325,Gryan Miers,Cats,598000 ,170000 ,45,26.5,66.52
331,Scott Lycett,Power,630000 ,559000 ,44,7.9,83.39
331,Adam Cerra,Dockers,631000 ,432000 ,44,10.2,60.75
331,Tom Atkins,Cats,385000 ,170000 ,44,25.9,53.61
334,Michael Gibbons,Blues,585000 ,170000 ,43,25.3,62.38
334,Jordan Murdoch,Suns,298000 ,510000 ,43,8.4,55.79
334,Jordan Dawson,Swans,633000 ,399000 ,43,10.8,82.7
334,Jeremy Finlayson,Giants,477000 ,419000 ,43,10.3,67.74
334,Brayden Maynard,Magpies,716000 ,541000 ,43,7.9,77.62
339,Marty Hore,Demons,331000 ,170000 ,42,24.7,61.86
339,Nick Blakey,Swans,450000 ,252000 ,42,16.7,49.33
339,Thomas Jonas,Power,421000 ,545000 ,42,7.7,64.22
339,Tom McDonald,Demons,472000 ,654000 ,42,6.4,63.8
339,Daniel Venables,Eagles,239000 ,333000 ,42,12.6,44.67
339,Jack Hombsch,Suns,208000 ,302000 ,42,13.9,39
345,Nathan Wilson,Dockers,493000 ,519000 ,41,7.9,64.78
345,Charlie Curnow,Blues,347000 ,536000 ,41,7.6,65
345,Mark Baguley,Bombers,354000 ,456000 ,41,9,48.1
348,Orazio Fantasia,Bombers,353000 ,577000 ,40,6.9,54.93
348,Callum Brown,Magpies,438000 ,411000 ,40,9.7,63.36
348,Ed Richards,Bulldogs,390000 ,386000 ,40,10.4,50.3
348,Dylan Grimes,Tigers,447000 ,380000 ,40,10.5,56.67
352,Daniel McStay,Lions,396000 ,380000 ,39,10.3,51.54
352,Zaine Cordy,Bulldogs,366000 ,368000 ,39,10.6,40.09
352,Travis Varcoe,Magpies,382000 ,363000 ,39,10.7,53.69
352,Jake Kolodjashnij,Cats,458000 ,361000 ,39,10.8,48.74
352,Joshua Walker,Lions,419000 ,461000 ,39,8.5,55.91
357,Tom Doedee,Crows,547000 ,526000 ,38,7.2,0
357,Mitchell Brown,Bombers,453000 ,488000 ,38,7.8,65.25
357,Josh Schache,Bulldogs,319000 ,419000 ,38,9.1,54
360,Paul Puopolo,Hawks,358000 ,430000 ,37,8.6,54.73
360,Lachlan Murphy,Crows,418000 ,358000 ,37,10.3,55.1
362,Bailey Smith,Bulldogs,663000 ,258000 ,36,14,68.78
362,James Frawley,Hawks,305000 ,394000 ,36,9.1,49.78
362,Neville Jetta,Demons,285000 ,368000 ,36,9.8,42.43
365,Lewis Melican,Swans,347000 ,294000 ,34,11.6,42.47
365,Chris Masten,Eagles,481000 ,571000 ,34,6,66.53
365,Jake Waterman,Eagles,475000 ,398000 ,34,8.5,61.92
368,Patrick Ambrose,Bombers,235000 ,331000 ,33,10,45.7
368,Matt Guelfi,Bombers,446000 ,458000 ,33,7.2,56.41
370,Jack Riewoldt,Tigers,469000 ,616000 ,32,5.2,59.85
370,Nathan Broad,Tigers,469000 ,333000 ,32,9.6,47
370,Joel Hamling,Dockers,249000 ,404000 ,32,7.9,46.5
373,Tom Hickey,Eagles,418000 ,547000 ,31,5.7,67.35
374,Anthony McDonald-Tipungwuti,Bombers,446000 ,476000 ,30,6.3,62.96
374,Eric Hipwood,Lions,493000 ,408000 ,30,7.4,56.57
374,Tom Cole,Eagles,447000 ,391000 ,30,7.7,56.43
374,Shaun McKernan,Bombers,504000 ,538000 ,30,5.6,65.38
378,Noah Balta,Tigers,424000 ,170000 ,29,17.1,47.62
378,Oscar McInerney,Lions,550000 ,387000 ,29,7.5,55.76
380,Alex Fasolo,Blues,325000 ,378000 ,28,7.4,0
381,Hayden Ballantyne,Dockers,355000 ,387000 ,27,7,0
382,Mason Wood,Kangaroos,438000 ,468000 ,26,5.6,61.06
382,Sam Frost,Demons,377000 ,353000 ,26,7.4,52.45
382,David Astbury,Tigers,480000 ,423000 ,26,6.1,56.32
385,Chris Burgess,Suns,190000 ,170000 ,25,14.7,35.64
385,Harry Perryman,Giants,670000 ,379000 ,25,6.6,77.37
385,Ben Ainsworth,Suns,592000 ,442000 ,25,5.7,65.08
388,Alex Rance,Tigers,415000 ,437000 ,24,5.5,0
389,Hayden Crozier,Bulldogs,560000 ,535000 ,23,4.3,71.09
389,Easton Wood,Bulldogs,394000 ,409000 ,23,5.6,47.04
391,Oscar McDonald,Demons,310000 ,318000 ,21,6.6,38.5
391,Samuel Collins,Suns,442000 ,246000 ,21,8.5,48.33
393,Jack Henry,Cats,397000 ,392000 ,20,5.1,46.43
393,Esava Ratugolea,Cats,463000 ,336000 ,20,6,51.05
395,Nathan Vardy,Eagles,268000 ,435000 ,17,3.9,50.18
